[query_results] id:358 修复成功 | 2.701863048018078e+18 → 2701863048018078208
[query_results] id:299 修复成功 | 6.926675458644475e+18 → 6926675458644474880
[query_results] id:312 修复成功 | 6.926691728942924e+18 → 6926691728942923776
[query_results] id:228 修复成功 | 6.926695729434624e+18 → 6926695729434624000
[query_results] id:391 修复成功 | 6.926698333004725e+18 → 6926698333004725248
[query_results] id:321 修复成功 | 6.926708529115725e+18 → 6926708529115724800
[query_results] id:252 修复成功 | 6.926708685810335e+18 → 6926708685810334720
[query_results] id:280 修复成功 | 6.926710772501872e+18 → 6926710772501871616
[query_results] id:261 修复成功 | 6.926720393897737e+18 → 6926720393897737216
[query_results] id:281 修复成功 | 6.926723958437936e+18 → 6926723958437936128
[query_results] id:225 修复成功 | 6.926726791212924e+18 → 6926726791212923904
[query_results] id:331 修复成功 | 6.926732615042498e+18 → 6926732615042497536
[query_results] id:266 修复成功 | 6.926732683408276e+18 → 6926732683408276480
[query_results] id:242 修复成功 | 6.926733620113145e+18 → 6926733620113144832
[query_results] id:336 修复成功 | 6.926734127089877e+18 → 6926734127089876992
[query_results] id:322 修复成功 | 6.92673656822232e+18 → 6926736568222319616
[query_results] id:260 修复成功 | 6.926739082581148e+18 → 6926739082581147648
[query_results] id:319 修复成功 | 6.926739883217289e+18 → 6926739883217289216
[query_results] id:244 修复成功 | 6.926743019102372e+18 → 6926743019102371840
[query_results] id:278 修复成功 | 6.926754500977264e+18 → 6926754500977263616
[query_results] id:295 修复成功 | 6.926756193971961e+18 → 6926756193971960832
[query_results] id:269 修复成功 | 6.926758128489102e+18 → 6926758128489102336
[query_results] id:291 修复成功 | 6.92675932638914e+18 → 6926759326389140480
[query_results] id:310 修复成功 | 6.926769253667208e+18 → 6926769253667208192
[query_results] id:293 修复成功 | 6.926769928439234e+18 → 6926769928439233536
[query_results] id:273 修复成功 | 6.926773082324632e+18 → 6926773082324631552
[query_results] id:279 修复成功 | 6.926777755248919e+18 → 6926777755248918528
[query_results] id:329 修复成功 | 6.926784625862344e+18 → 6926784625862343680
[query_results] id:234 修复成功 | 6.926795306358178e+18 → 6926795306358177792
[query_results] id:333 修复成功 | 6.926808939415567e+18 → 6926808939415567360
[query_results] id:277 修复成功 | 6.926830515521683e+18 → 6926830515521683456
[query_results] id:300 修复成功 | 6.926832705460272e+18 → 6926832705460272128
[query_results] id:353 修复成功 | 6.941166644676072e+18 → 6941166644676072448
[query_results] id:355 修复成功 | 6.943123497194428e+18 → 6943123497194428416
[query_results] id:390 修复成功 | 6.943168875795977e+18 → 6943168875795977216
[query_results] id:362 修复成功 | 6.945468700216858e+18 → 6945468700216857600
[query_results] id:388 修复成功 | 6.948253780778161e+18 → 6948253780778161152
[query_results] id:381 修复成功 | 6.950062013752351e+18 → 6950062013752350720
[query_results] id:394 修复成功 | 6.951662399824532e+18 → 6951662399824532480
[query_results] id:364 修复成功 | 6.951700803698365e+18 → 6951700803698365440
[query_results] id:357 修复成功 | 6.951969582074763e+18 → 6951969582074763264
[query_results] id:384 修复成功 | 6.952606581732218e+18 → 6952606581732217856
[query_results] id:274 修复成功 | 6.952618410194114e+18 → 6952618410194113536
[query_results] id:363 修复成功 | 6.952638533479503e+18 → 6952638533479502848
[query_results] id:222 修复成功 | 6.952682366114469e+18 → 6952682366114468864
[query_results] id:302 修复成功 | 6.952713599201121e+18 → 6952713599201121280
[query_results] id:276 修复成功 | 6.952765553907275e+18 → 6952765553907274752
[query_results] id:315 修复成功 | 6.952819202200442e+18 → 6952819202200441856
[query_results] id:272 修复成功 | 6.952854904621176e+18 → 6952854904621175808
[query_results] id:330 修复成功 | 6.95286943083745e+18 → 6952869430837449728
[query_results] id:243 修复成功 | 6.952916282970216e+18 → 6952916282970216448
[query_results] id:339 修复成功 | 6.952991013113436e+18 → 6952991013113436160
[query_results] id:318 修复成功 | 6.953036327946032e+18 → 6953036327946032128
[query_results] id:287 修复成功 | 6.953059012808874e+18 → 6953059012808873984
[query_results] id:309 修复成功 | 6.953068395595306e+18 → 6953068395595305984
[query_results] id:393 修复成功 | 6.953084099168049e+18 → 6953084099168049152
[query_results] id:241 修复成功 | 6.95308965925212e+18 → 6953089659252119552
[query_results] id:245 修复成功 | 6.953090795785557e+18 → 6953090795785556992
[query_results] id:229 修复成功 | 6.953096661492962e+18 → 6953096661492962304
[query_results] id:249 修复成功 | 6.953098994545858e+18 → 6953098994545857536
[query_results] id:231 修复成功 | 6.953101275019548e+18 → 6953101275019547648
[query_results] id:313 修复成功 | 6.953134928802353e+18 → 6953134928802353152
[query_results] id:258 修复成功 | 6.953145368844572e+18 → 6953145368844571648
[query_results] id:332 修复成功 | 6.953149037218698e+18 → 6953149037218698240
[query_results] id:327 修复成功 | 6.953155247195363e+18 → 6953155247195363328
[query_results] id:251 修复成功 | 6.953162207555361e+18 → 6953162207555360768
[query_results] id:334 修复成功 | 6.953162243325368e+18 → 6953162243325368320
[query_results] id:335 修复成功 | 6.953162284749952e+18 → 6953162284749952000
[query_results] id:263 修复成功 | 6.953162325600179e+18 → 6953162325600179200
[query_results] id:316 修复成功 | 6.953177015128364e+18 → 6953177015128364032
[query_results] id:304 修复成功 | 6.953178921897302e+18 → 6953178921897302016
[query_results] id:328 修复成功 | 6.953187593709098e+18 → 6953187593709097984
[query_results] id:368 修复成功 | 6.953189940747573e+18 → 6953189940747573248
[query_results] id:238 修复成功 | 6.95319140485766e+18 → 6953191404857660416
[query_results] id:338 修复成功 | 6.953193884336265e+18 → 6953193884336265216
[query_results] id:236 修复成功 | 6.953194387741481e+18 → 6953194387741480960
[query_results] id:320 修复成功 | 6.953198039797339e+18 → 6953198039797339136
[query_results] id:303 修复成功 | 6.953198566715364e+18 → 6953198566715364352
[query_results] id:326 修复成功 | 6.953198900613748e+18 → 6953198900613747712
[query_results] id:227 修复成功 | 6.953199928442427e+18 → 6953199928442427392
[query_results] id:262 修复成功 | 6.953209586542254e+18 → 6953209586542254080
[query_results] id:298 修复成功 | 6.953212378479007e+18 → 6953212378479006720
[query_results] id:297 修复成功 | 6.953215622885545e+18 → 6953215622885544960
[query_results] id:361 修复成功 | 6.953218164795447e+18 → 6953218164795447296
[query_results] id:323 修复成功 | 6.953229949792819e+18 → 6953229949792819200
[query_results] id:268 修复成功 | 6.953235408104527e+18 → 6953235408104526848
[query_results] id:290 修复成功 | 6.953237169615411e+18 → 6953237169615411200
[query_results] id:223 修复成功 | 6.95323980891338e+18 → 6953239808913380352
[query_results] id:317 修复成功 | 6.953242848449074e+18 → 6953242848449074176
[query_results] id:246 修复成功 | 6.953252977720629e+18 → 6953252977720629248
[query_results] id:247 修复成功 | 6.953253005450877e+18 → 6953253005450876928
[query_results] id:282 修复成功 | 6.95325834039716e+18 → 6953258340397160448
[query_results] id:259 修复成功 | 6.953261211278513e+18 → 6953261211278513152
[query_results] id:306 修复成功 | 6.953266966010271e+18 → 6953266966010270720
[query_results] id:325 修复成功 | 6.953266978977748e+18 → 6953266978977747968
[query_results] id:284 修复成功 | 6.953268931894974e+18 → 6953268931894974464
[query_results] id:283 修复成功 | 6.953273420185016e+18 → 6953273420185016320
[query_results] id:292 修复成功 | 6.953283769209723e+18 → 6953283769209722880
[query_results] id:301 修复成功 | 6.953283873259723e+18 → 6953283873259722752
[query_results] id:307 修复成功 | 6.95328506931905e+18 → 6953285069319050240
[query_results] id:285 修复成功 | 6.953289314855754e+18 → 6953289314855753728
[goods_detail] id:960 修复成功 | 6.951969582074763e+18 → 6951969582074763264
[goods_detail] id:578 修复成功 | 6.926642719976161e+18 → 6926642719976161280
[goods_detail] id:581 修复成功 | 6.926642719976161e+18 → 6926642719976161280
[goods_detail] id:579 修复成功 | 6.926642719976161e+18 → 6926642719976161280
[goods_detail] id:580 修复成功 | 6.926642719976161e+18 → 6926642719976161280
[goods_detail] id:966 修复成功 | 6.952638533479503e+18 → 6952638533479502848
[goods_detail] id:590 修复成功 | 6.953199928442427e+18 → 6953199928442427392
[goods_detail] id:591 修复成功 | 6.953199928442427e+18 → 6953199928442427392
[goods_detail] id:592 修复成功 | 6.926695729434624e+18 → 6926695729434624000
[goods_detail] id:595 修复成功 | 6.926695729434624e+18 → 6926695729434624000
[goods_detail] id:593 修复成功 | 6.926695729434624e+18 → 6926695729434624000
[goods_detail] id:594 修复成功 | 6.926695729434624e+18 → 6926695729434624000
[goods_detail] id:879 修复成功 | 6.926662901879307e+18 → 6926662901879307264
[goods_detail] id:883 修复成功 | 6.952819202200442e+18 → 6952819202200441856
[goods_detail] id:657 修复成功 | 6.926743019102372e+18 → 6926743019102371840
[goods_detail] id:654 修复成功 | 6.926743019102372e+18 → 6926743019102371840
[goods_detail] id:655 修复成功 | 6.926743019102372e+18 → 6926743019102371840
[goods_detail] id:656 修复成功 | 6.926743019102372e+18 → 6926743019102371840
[goods_detail] id:754 修复成功 | 6.952854904621176e+18 → 6952854904621175808
[goods_detail] id:757 修复成功 | 6.952854904621176e+18 → 6952854904621175808
[goods_detail] id:755 修复成功 | 6.952854904621176e+18 → 6952854904621175808
[goods_detail] id:756 修复成功 | 6.952854904621176e+18 → 6952854904621175808
[goods_detail] id:766 修复成功 | 6.926588452782506e+18 → 6926588452782505984
[goods_detail] id:769 修复成功 | 6.926588452782506e+18 → 6926588452782505984
[goods_detail] id:767 修复成功 | 6.926588452782506e+18 → 6926588452782505984
[goods_detail] id:768 修复成功 | 6.926588452782506e+18 → 6926588452782505984
[goods_detail] id:545 修复成功 | 5.116571460981007e+18 → 5116571460981007360
[goods_detail] id:990 修复成功 | 3.7361772753871334e+18 → 3736177275387133440
[goods_detail] id:573 修复成功 | 6.952682366114469e+18 → 6952682366114468864
[goods_detail] id:570 修复成功 | 6.952682366114469e+18 → 6952682366114468864
[goods_detail] id:571 修复成功 | 6.952682366114469e+18 → 6952682366114468864
[goods_detail] id:572 修复成功 | 6.952682366114469e+18 → 6952682366114468864
[goods_detail] id:642 修复成功 | 6.95308965925212e+18 → 6953089659252119552
[goods_detail] id:645 修复成功 | 6.95308965925212e+18 → 6953089659252119552
[goods_detail] id:643 修复成功 | 6.95308965925212e+18 → 6953089659252119552
[goods_detail] id:644 修复成功 | 6.95308965925212e+18 → 6953089659252119552
[goods_detail] id:969 修复成功 | 6.925987943355023e+18 → 6925987943355023360
[goods_detail] id:641 修复成功 | 6.92655003968566e+18 → 6926550039685659648
[goods_detail] id:638 修复成功 | 6.92655003968566e+18 → 6926550039685659648
[goods_detail] id:639 修复成功 | 6.92655003968566e+18 → 6926550039685659648
[goods_detail] id:640 修复成功 | 6.92655003968566e+18 → 6926550039685659648
[goods_detail] id:708 修复成功 | 6.953261211278513e+18 → 6953261211278513152
[goods_detail] id:711 修复成功 | 6.953261211278513e+18 → 6953261211278513152
[goods_detail] id:709 修复成功 | 6.953261211278513e+18 → 6953261211278513152
[goods_detail] id:710 修复成功 | 6.953261211278513e+18 → 6953261211278513152
[goods_detail] id:907 修复成功 | 6.953162284749952e+18 → 6953162284749952000
[goods_detail] id:712 修复成功 | 6.926739082581148e+18 → 6926739082581147648
[goods_detail] id:715 修复成功 | 6.926739082581148e+18 → 6926739082581147648
[goods_detail] id:713 修复成功 | 6.926739082581148e+18 → 6926739082581147648
[goods_detail] id:714 修复成功 | 6.926739082581148e+18 → 6926739082581147648
[goods_detail] id:906 修复成功 | 6.953162243325368e+18 → 6953162243325368320
[goods_detail] id:894 修复成功 | 6.953198900613748e+18 → 6953198900613747712
[goods_detail] id:558 修复成功 | 3.3048671552230047e+18 → 3304867155223004672
[goods_detail] id:822 修复成功 | 6.92675932638914e+18 → 6926759326389140480
[goods_detail] id:819 修复成功 | 6.92675932638914e+18 → 6926759326389140480
[goods_detail] id:820 修复成功 | 6.92675932638914e+18 → 6926759326389140480
[goods_detail] id:821 修复成功 | 6.92675932638914e+18 → 6926759326389140480
[goods_detail] id:697 修复成功 | 6.926580362233872e+18 → 6926580362233872384
[goods_detail] id:696 修复成功 | 6.926580362233872e+18 → 6926580362233872384
[goods_detail] id:699 修复成功 | 6.926580362233872e+18 → 6926580362233872384
[goods_detail] id:698 修复成功 | 6.926580362233872e+18 → 6926580362233872384
[goods_detail] id:962 修复成功 | 6.9259692738019e+18 → 6925969273801900032
[goods_detail] id:604 修复成功 | 6.953101275019548e+18 → 6953101275019547648
[goods_detail] id:607 修复成功 | 6.953101275019548e+18 → 6953101275019547648
[goods_detail] id:605 修复成功 | 6.953101275019548e+18 → 6953101275019547648
[goods_detail] id:606 修复成功 | 6.953101275019548e+18 → 6953101275019547648
[goods_detail] id:1001 修复成功 | 6.953084099168049e+18 → 6953084099168049152
[goods_detail] id:964 修复成功 | 6.953218164795447e+18 → 6953218164795447296
[goods_detail] id:627 修复成功 | 6.92658255311749e+18 → 6926582553117490176
[goods_detail] id:626 修复成功 | 6.92658255311749e+18 → 6926582553117490176
[goods_detail] id:629 修复成功 | 6.92658255311749e+18 → 6926582553117490176
[goods_detail] id:628 修复成功 | 6.92658255311749e+18 → 6926582553117490176
[goods_detail] id:615 修复成功 | 6.926535316949336e+18 → 6926535316949336064
[goods_detail] id:612 修复成功 | 6.926535316949336e+18 → 6926535316949336064
[goods_detail] id:613 修复成功 | 6.926535316949336e+18 → 6926535316949336064
[goods_detail] id:614 修复成功 | 6.926535316949336e+18 → 6926535316949336064
[goods_detail] id:589 修复成功 | 6.926656515332734e+18 → 6926656515332733952
[goods_detail] id:586 修复成功 | 6.926656515332734e+18 → 6926656515332733952
[goods_detail] id:587 修复成功 | 6.926656515332734e+18 → 6926656515332733952
[goods_detail] id:588 修复成功 | 6.926656515332734e+18 → 6926656515332733952
[goods_detail] id:860 修复成功 | 6.952713599201121e+18 → 6952713599201121280
[goods_detail] id:537 修复成功 | 3.3040016418030075e+18 → 3304001641803007488
[goods_detail] id:536 修复成功 | 3.3040016418030075e+18 → 3304001641803007488
[goods_detail] id:538 修复成功 | 3.3040016418030075e+18 → 3304001641803007488
[goods_detail] id:608 修复成功 | 6.926594238111448e+18 → 6926594238111448064
[goods_detail] id:611 修复成功 | 6.926594238111448e+18 → 6926594238111448064
[goods_detail] id:609 修复成功 | 6.926594238111448e+18 → 6926594238111448064
[goods_detail] id:610 修复成功 | 6.926594238111448e+18 → 6926594238111448064
[goods_detail] id:596 修复成功 | 6.953096661492962e+18 → 6953096661492962304
[goods_detail] id:599 修复成功 | 6.953096661492962e+18 → 6953096661492962304
[goods_detail] id:597 修复成功 | 6.953096661492962e+18 → 6953096661492962304
[goods_detail] id:598 修复成功 | 6.953096661492962e+18 → 6953096661492962304
[goods_detail] id:976 修复成功 | 6.926534382773895e+18 → 6926534382773895168
[goods_detail] id:736 修复成功 | 6.926732683408276e+18 → 6926732683408276480
[goods_detail] id:733 修复成功 | 6.926732683408276e+18 → 6926732683408276480
[goods_detail] id:734 修复成功 | 6.926732683408276e+18 → 6926732683408276480
[goods_detail] id:735 修复成功 | 6.926732683408276e+18 → 6926732683408276480
[goods_detail] id:623 修复成功 | 6.926216223727517e+18 → 6926216223727516672
[goods_detail] id:620 修复成功 | 6.926216223727517e+18 → 6926216223727516672
[goods_detail] id:621 修复成功 | 6.926216223727517e+18 → 6926216223727516672
[goods_detail] id:622 修复成功 | 6.926216223727517e+18 → 6926216223727516672
[goods_detail] id:695 修复成功 | 6.926669537771617e+18 → 6926669537771617280
[goods_detail] id:693 修复成功 | 6.926669537771617e+18 → 6926669537771617280
[goods_detail] id:694 修复成功 | 6.926669537771617e+18 → 6926669537771617280
[goods_detail] id:692 修复成功 | 6.926669537771617e+18 → 6926669537771617280
[goods_detail] id:861 修复成功 | 6.953198566715364e+18 → 6953198566715364352
[goods_detail] id:650 修复成功 | 6.952916282970216e+18 → 6952916282970216448
[goods_detail] id:653 修复成功 | 6.952916282970216e+18 → 6952916282970216448
[goods_detail] id:651 修复成功 | 6.952916282970216e+18 → 6952916282970216448
[goods_detail] id:652 修复成功 | 6.952916282970216e+18 → 6952916282970216448
[goods_detail] id:625 修复成功 | 6.953194387741481e+18 → 6953194387741480960
[goods_detail] id:624 修复成功 | 6.953194387741481e+18 → 6953194387741480960
[goods_detail] id:762 修复成功 | 6.952618410194114e+18 → 6952618410194113536
[goods_detail] id:765 修复成功 | 6.952618410194114e+18 → 6952618410194113536
[goods_detail] id:763 修复成功 | 6.952618410194114e+18 → 6952618410194113536
[goods_detail] id:764 修复成功 | 6.952618410194114e+18 → 6952618410194113536
[goods_detail] id:881 修复成功 | 6.953134928802353e+18 → 6953134928802353152
[goods_detail] id:551 修复成功 | 5.117095369625013e+18 → 5117095369625013248
[goods_detail] id:971 修复成功 | 6.953189940747573e+18 → 6953189940747573248
[goods_detail] id:880 修复成功 | 6.926691728942924e+18 → 6926691728942923776
[goods_detail] id:691 修复成功 | 6.926255624735849e+18 → 6926255624735849472
[goods_detail] id:541 修复成功 | 3.3049909944310134e+18 → 3304990994431013376
[goods_detail] id:544 修复成功 | 3.3049909944310134e+18 → 3304990994431013376
[goods_detail] id:542 修复成功 | 3.3049909944310134e+18 → 3304990994431013376
[goods_detail] id:543 修复成功 | 3.3049909944310134e+18 → 3304990994431013376
[goods_detail] id:974 修复成功 | 6.92605699784242e+18 → 6926056997842419712
[goods_detail] id:889 修复成功 | 6.926708529115725e+18 → 6926708529115724800
[goods_detail] id:720 修复成功 | 6.953209586542254e+18 → 6953209586542254080
[goods_detail] id:723 修复成功 | 6.953209586542254e+18 → 6953209586542254080
[goods_detail] id:721 修复成功 | 6.953209586542254e+18 → 6953209586542254080
[goods_detail] id:722 修复成功 | 6.953209586542254e+18 → 6953209586542254080
[goods_detail] id:975 修复成功 | 6.926314216205812e+18 → 6926314216205811712
[goods_detail] id:717 修复成功 | 6.926720393897737e+18 → 6926720393897737216
[goods_detail] id:716 修复成功 | 6.926720393897737e+18 → 6926720393897737216
[goods_detail] id:719 修复成功 | 6.926720393897737e+18 → 6926720393897737216
[goods_detail] id:718 修复成功 | 6.926720393897737e+18 → 6926720393897737216
[goods_detail] id:552 修复成功 | 5.117489784237021e+18 → 5117489784237021184
[goods_detail] id:958 修复成功 | 6.943123497194428e+18 → 6943123497194428416
[goods_detail] id:773 修复成功 | 6.952765553907275e+18 → 6952765553907274752
[goods_detail] id:770 修复成功 | 6.952765553907275e+18 → 6952765553907274752
[goods_detail] id:771 修复成功 | 6.952765553907275e+18 → 6952765553907274752
[goods_detail] id:772 修复成功 | 6.952765553907275e+18 → 6952765553907274752
[goods_detail] id:550 修复成功 | 3.303552327112013e+18 → 3303552327112012800
[goods_detail] id:727 修复成功 | 6.953162325600179e+18 → 6953162325600179200
[goods_detail] id:724 修复成功 | 6.953162325600179e+18 → 6953162325600179200
[goods_detail] id:725 修复成功 | 6.953162325600179e+18 → 6953162325600179200
[goods_detail] id:726 修复成功 | 6.953162325600179e+18 → 6953162325600179200
[goods_detail] id:977 修复成功 | 3.7361682562512584e+18 → 3736168256251258368
[goods_detail] id:862 修复成功 | 6.953178921897302e+18 → 6953178921897302016
[goods_detail] id:863 修复成功 | 6.953178921897302e+18 → 6953178921897302016
[goods_detail] id:864 修复成功 | 6.953178921897302e+18 → 6953178921897302016
[goods_detail] id:986 修复成功 | 6.926127858410618e+18 → 6926127858410617856
[goods_detail] id:932 修复成功 | 3.7366633062183905e+18 → 3736663306218390528
[goods_detail] id:931 修复成功 | 3.7366633062183905e+18 → 3736663306218390528
[goods_detail] id:934 修复成功 | 3.7366633062183905e+18 → 3736663306218390528
[goods_detail] id:933 修复成功 | 3.7366633062183905e+18 → 3736663306218390528
[goods_detail] id:701 修复成功 | 6.926617651922304e+18 → 6926617651922304000
[goods_detail] id:700 修复成功 | 6.926617651922304e+18 → 6926617651922304000
[goods_detail] id:703 修复成功 | 6.926617651922304e+18 → 6926617651922304000
[goods_detail] id:702 修复成功 | 6.926617651922304e+18 → 6926617651922304000
[goods_detail] id:985 修复成功 | 6.926352822351135e+18 → 6926352822351134720
[goods_detail] id:794 修复成功 | 6.953273420185016e+18 → 6953273420185016320
[goods_detail] id:795 修复成功 | 6.953273420185016e+18 → 6953273420185016320
[goods_detail] id:796 修复成功 | 6.953273420185016e+18 → 6953273420185016320
[goods_detail] id:797 修复成功 | 6.953268931894974e+18 → 6953268931894974464
[goods_detail] id:870 修复成功 | 6.926609756186903e+18 → 6926609756186902528
[goods_detail] id:871 修复成功 | 6.926609756186903e+18 → 6926609756186902528
[goods_detail] id:872 修复成功 | 6.926609756186903e+18 → 6926609756186902528
[goods_detail] id:873 修复成功 | 6.926609756186903e+18 → 6926609756186902528
[goods_detail] id:793 修复成功 | 6.95325834039716e+18 → 6953258340397160448
[goods_detail] id:790 修复成功 | 6.95325834039716e+18 → 6953258340397160448
[goods_detail] id:791 修复成功 | 6.95325834039716e+18 → 6953258340397160448
[goods_detail] id:792 修复成功 | 6.95325834039716e+18 → 6953258340397160448
[goods_detail] id:992 修复成功 | 6.952606581732218e+18 → 6952606581732217856
[goods_detail] id:991 修复成功 | 6.952606581732218e+18 → 6952606581732217856
[goods_detail] id:787 修复成功 | 6.926723958437936e+18 → 6926723958437936128
[goods_detail] id:788 修复成功 | 6.926723958437936e+18 → 6926723958437936128
[goods_detail] id:789 修复成功 | 6.926723958437936e+18 → 6926723958437936128
[goods_detail] id:741 修复成功 | 6.953235408104527e+18 → 6953235408104526848
[goods_detail] id:738 修复成功 | 6.953235408104527e+18 → 6953235408104526848
[goods_detail] id:739 修复成功 | 6.953235408104527e+18 → 6953235408104526848
